Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Most_Used_Payment_Method,Location,Season,No_of_Subscribers,Sales_per_customer,Date
7,463370.48,0,35.86,2.762,190.8623087,9.137,Debit Card,Wyoming,Spring,132,42.5,15-10-2010
7,472450.81,0,36.84,2.762,190.9070184,9.137,Debit Card,Mississippi,Spring,181,42.5,22-10-2010
7,465493.15,0,34.78,2.748,190.951728,9.137,Cash,Arkansas,Spring,142,32.79000092,29-10-2010
7,480512.44,0,49.44,2.729,190.9964377,9.137,Venmo,Illinois,Spring,201,29.98999977,05-11-2010
7,507584.29,0,22.12,2.737,191.0411474,9.137,Bank Transfer,Nevada,Spring,101,24.98999977,12-11-2010
7,482528.36,0,25.56,2.758,191.0312172,9.137,PayPal,Rhode Island,Summer,281,511.2799988,19-11-2010
7,835189.26,1,17.95,2.742,191.0121805,9.137,Bank Transfer,West Virginia,Fall,224,16.79000092,26-11-2010
7,552811.62,0,21.88,2.712,190.9931437,9.137,Cash,Missouri,Summer,229,43.15000153,03-12-2010
7,599730.07,0,24.24,2.728,190.9741069,9.137,Cash,Kentucky,Summer,134,399.4400024,10-12-2010
7,716388.81,0,20.74,2.778,191.0303376,9.137,PayPal,Washington,Winter,169,399.4400024,17-12-2010
7,1045124.88,0,26.04,2.781,191.1430189,9.137,PayPal,Alaska,Spring,226,399.980011,24-12-2010
7,729572.08,1,13.76,2.829,191.2557002,9.137,Venmo,Mississippi,Spring,137,399.980011,31-12-2010
7,661163.94,0,10.09,2.882,191.3683815,8.818,Debit Card,South Carolina,Spring,253,296.980011,07-01-2011
7,547384.9,0,11.32,2.911,191.4784939,8.818,Credit Card,Missouri,Winter,108,395.980011,14-01-2011
7,521539.46,0,25.4,2.973,191.5731924,8.818,PayPal,New Jersey,Winter,289,296.980011,21-01-2011
7,513372.17,0,10.11,3.008,191.667891,8.818,PayPal,Louisiana,Fall,245,293.980011,28-01-2011
7,558027.77,0,-2.06,3.011,191.7625895,8.818,Credit Card,South Carolina,Spring,100,290.980011,04-02-2011
7,559903.13,1,10.24,3.037,191.8572881,8.818,Bank Transfer,Vermont,Winter,270,387.980011,11-02-2011
7,572387.47,0,17.3,3.051,191.9178331,8.818,Bank Transfer,Arkansas,Winter,144,387.980011,18-02-2011
7,546690.84,0,17.46,3.101,191.9647167,8.818,Cash,Utah,Fall,278,287.980011,25-02-2011
7,551378.39,0,21.84,3.232,192.0116004,8.818,Venmo,Washington,Summer,204,246.1499939,04-03-2011
7,558963.83,0,20.7,3.372,192.058484,8.818,Credit Card,Rhode Island,Winter,225,83.98999786,11-03-2011
7,635014.69,0,27.69,3.406,192.1237981,8.818,Venmo,Illinois,Spring,208,127.3899994,18-03-2011
7,559061.58,0,25.69,3.414,192.1964844,8.818,Bank Transfer,Missouri,Spring,206,124.7900009,25-03-2011
7,513409.67,0,24.83,3.461,192.2691707,8.595,Cash,North Carolina,Spring,130,56.99000168,01-04-2011
7,500552.16,0,30.64,3.532,192.3418571,8.595,Debit Card,Massachusetts,Winter,175,123.4899979,08-04-2011
7,423380.14,0,27.79,3.611,192.4225954,8.595,Cash,Arkansas,Summer,130,122.8399963,15-04-2011
7,466594.89,0,31.84,3.636,192.5234638,8.595,PayPal,South Dakota,Summer,175,122.8399963,22-04-2011
7,410429.73,0,26.79,3.663,192.6243322,8.595,Credit Card,Georgia,Fall,256,120.8899994,29-04-2011
7,407012.47,0,26.54,3.735,192.7252006,8.595,PayPal,Arkansas,Spring,205,107.8899994,06-05-2011
7,414094.05,0,36.61,3.767,192.826069,8.595,Cash,Kansas,Winter,219,107.8899994,13-05-2011
7,424670.98,0,36.16,3.828,192.831317,8.595,Cash,Arizona,Winter,176,103.9899979,20-05-2011
7,457216.87,0,37.51,3.795,192.8365651,8.595,Cash,Massachusetts,Spring,140,45,27-05-2011
7,542295.37,0,45.77,3.763,192.8418131,8.595,Venmo,New Mexico,Summer,240,33.59000015,03-06-2011
7,621099.95,0,53.3,3.735,192.8470612,8.595,Cash,Arkansas,Winter,249,290.980011,10-06-2011
7,610991.35,0,48.79,3.697,192.9034759,8.595,Debit Card,Nebraska,Fall,194,290.980011,17-06-2011
7,640043.97,0,46.85,3.661,192.9982655,8.595,Credit Card,Hawaii,Fall,248,287.980011,24-06-2011
7,704344.21,0,58.54,3.597,193.0930552,8.622,Bank Transfer,Nebraska,Winter,189,284.980011,01-07-2011
7,761793.94,0,59.08,3.54,193.1878448,8.622,Debit Card,Indiana,Winter,200,283.480011,08-07-2011
7,642748.21,0,54.37,3.532,193.3125484,8.622,Debit Card,Colorado,Spring,243,371.980011,15-07-2011
7,688043.96,0,56.22,3.545,193.5120367,8.622,Bank Transfer,Oregon,Spring,119,278.980011,22-07-2011
7,653382.62,0,56.66,3.547,193.711525,8.622,Bank Transfer,Ohio,Fall,292,278.980011,29-07-2011
7,695392.84,0,55.91,3.554,193.9110133,8.622,Cash,Maine,Summer,269,359.980011,05-08-2011
7,670670.46,0,54.56,3.542,194.1105017,8.622,Venmo,Iowa,Summer,248,254.9799957,12-08-2011
7,645156.21,0,56.06,3.499,194.2500634,8.622,Debit Card,Wisconsin,Fall,277,248.9799957,19-08-2011
7,629994.47,0,57.6,3.485,194.3796374,8.622,Credit Card,New York,Winter,291,104.3799973,26-08-2011
7,592355.24,0,53.4,3.511,194.5092113,8.622,PayPal,Colorado,Spring,164,119.9800034,02-09-2011
7,613135.23,1,45.61,3.566,194.6387853,8.622,PayPal,Illinois,Winter,161,272.9700012,09-09-2011
7,558981.45,0,43.67,3.596,194.7419707,8.622,PayPal,Arizona,Winter,272,172.7700043,16-09-2011
7,536144.81,0,43.67,3.581,194.8099713,8.622,Venmo,Oklahoma,Winter,110,172.7700043,23-09-2011
7,488880.26,0,47.34,3.538,194.8779718,8.622,Cash,Indiana,Spring,279,118.7699966,30-09-2011
7,525866.36,0,40.65,3.498,194.9459724,8.513,Venmo,Minnesota,Summer,131,61.47999954,07-10-2011
7,501959.19,0,32.65,3.491,195.0261012,8.513,PayPal,Pennsylvania,Spring,281,399.9599915,14-10-2011
7,558691.43,0,37.49,3.548,195.1789994,8.513,Cash,Indiana,Winter,141,134.3600006,21-10-2011
7,527339.52,0,28.82,3.55,195.3318977,8.513,Venmo,Alabama,Summer,127,371.9599915,28-10-2011
7,564536.01,0,23.41,3.527,195.4847959,8.513,Venmo,Montana,Summer,106,339.9700012,04-11-2011
7,556015.59,0,19.53,3.505,195.6376941,8.513,PayPal,New Mexico,Winter,298,327.9700012,11-11-2011
7,539826.56,0,29.53,3.479,195.7184713,8.513,Bank Transfer,Alaska,Summer,175,299.9700012,18-11-2011
7,949075.87,1,27.6,3.424,195.7704,8.513,PayPal,Idaho,Fall,234,232.7599945,25-11-2011
7,591907.88,0,20.38,3.378,195.8223287,8.513,Venmo,Utah,Spring,185,230.3600006,02-12-2011
7,653845.45,0,11.17,3.331,195.8742575,8.513,Credit Card,Louisiana,Fall,191,218.3600006,09-12-2011
7,720242.19,0,15.2,3.266,195.9841685,8.513,PayPal,Mississippi,Summer,256,215.9600067,16-12-2011
7,1059715.27,0,12.19,3.173,196.1713893,8.513,Debit Card,Mississippi,Spring,209,196,23-12-2011
7,815915.52,1,15.56,3.119,196.3586101,8.513,Cash,Indiana,Spring,246,190,30-12-2011
7,713117.66,0,18.67,3.095,196.5458309,8.256,Credit Card,Washington,Winter,117,95,06-01-2012
7,593875.46,0,7.46,3.077,196.7330517,8.256,Cash,Nevada,Spring,205,190,13-01-2012
7,578002.85,0,27.41,3.055,196.7796652,8.256,Venmo,Louisiana,Spring,261,151.1600037,20-01-2012
7,541037.98,0,26.9,3.038,196.8262786,8.256,Debit Card,Pennsylvania,Fall,198,143.9600067,27-01-2012
7,580453.32,0,22.2,3.031,196.8728921,8.256,Debit Card,Michigan,Spring,117,484.9500122,03-02-2012
7,563460.77,1,18.79,3.103,196.9195056,8.256,Credit Card,South Carolina,Spring,226,278.9500122,10-02-2012
7,620908.18,0,27.03,3.113,196.9432711,8.256,Venmo,Arizona,Spring,218,272.9500122,17-02-2012
7,603041.14,0,24.41,3.129,196.9499007,8.256,Credit Card,Delaware,Spring,132,242.5,24-02-2012
7,551058.13,0,21.64,3.191,196.9565303,8.256,Cash,Kentucky,Spring,240,330.75,02-03-2012
7,579166.5,0,30.1,3.286,196.9631599,8.256,Cash,Georgia,Summer,190,217.5,09-03-2012
7,669205.73,0,37.29,3.486,197.0457208,8.256,Bank Transfer,North Carolina,Summer,157,210,16-03-2012
7,615997.29,0,35.06,3.664,197.2295234,8.256,PayPal,California,Fall,108,73.43000031,23-03-2012
7,583322.2,0,44.99,3.75,197.4133259,8.256,Cash,California,Winter,265,109.1900024,30-03-2012
7,621425.98,0,44.29,3.854,197.5971285,8.09,Credit Card,Indiana,Summer,272,109.1900024,06-04-2012
7,517420.23,0,41.43,3.901,197.780931,8.09,Credit Card,Colorado,Winter,230,107.8899994,13-04-2012
7,457340.06,0,39.3,3.936,197.7227385,8.09,Bank Transfer,Colorado,Fall,111,35.18999863,20-04-2012
7,467827.75,0,51.49,3.927,197.664546,8.09,Bank Transfer,North Carolina,Spring,191,479.3200073,27-04-2012
7,465198.89,0,45.38,3.903,197.6063534,8.09,Bank Transfer,Washington,Summer,160,299.9899902,04-05-2012
7,460397.41,0,48.54,3.87,197.5481609,8.09,Credit Card,Florida,Fall,191,24.86000061,11-05-2012
7,468428.3,0,49.41,3.837,197.5553137,8.09,Cash,Washington,Spring,267,38.56000137,18-05-2012
7,532739.77,0,50.6,3.804,197.5886046,8.09,Credit Card,Colorado,Summer,233,246.3099976,25-05-2012
7,598495.02,0,55.06,3.764,197.6218954,8.09,Debit Card,New Hampshire,Fall,280,107.9800034,01-06-2012
7,642963.75,0,63.07,3.741,197.6551863,8.09,PayPal,Maryland,Spring,182,98,08-06-2012
7,666942.02,0,59.33,3.723,197.692292,8.09,Credit Card,Maryland,Spring,245,44.97999954,15-06-2012
7,687344.68,0,63.69,3.735,197.7389345,8.09,PayPal,Texas,Summer,293,163.7700043,22-06-2012
7,704335.41,0,68.84,3.693,197.785577,8.09,Venmo,New Mexico,Winter,201,100.7699966,29-06-2012
7,805642.61,0,64.67,3.646,197.8322195,7.872,Credit Card,Utah,Summer,117,67.47000122,06-07-2012
7,694150.89,0,64.21,3.613,197.8788621,7.872,Bank Transfer,West Virginia,Fall,234,347.9700012,13-07-2012
7,686345.69,0,62.87,3.585,197.9290378,7.872,Bank Transfer,Connecticut,Spring,104,150,20-07-2012
7,686365.4,0,64.6,3.57,197.9792136,7.872,PayPal,West Virginia,Summer,252,287.9500122,27-07-2012
7,680954.81,0,61.83,3.528,198.0293893,7.872,PayPal,Ohio,Winter,109,299.980011,03-08-2012
7,675926.3,0,63.41,3.509,198.0795651,7.872,Bank Transfer,Texas,Spring,167,296.980011,10-08-2012
7,642450.4,0,59.66,3.545,198.1001057,7.872,Cash,Washington,Spring,256,296.980011,17-08-2012
7,609099.37,0,59.27,3.558,198.0984199,7.872,Bank Transfer,Wisconsin,Spring,198,296.980011,24-08-2012
7,586467.16,0,60.46,3.556,198.0967341,7.872,Debit Card,Louisiana,Winter,119,296.980011,31-08-2012
7,597876.55,1,57.84,3.596,198.0950484,7.872,Cash,Iowa,Winter,186,296.980011,07-09-2012
7,541120.2,0,53.66,3.659,198.1267184,7.872,Debit Card,New York,Fall,292,296.980011,14-09-2012
7,530842.25,0,51.77,3.765,198.358523,7.872,Venmo,Idaho,Spring,126,391.980011,21-09-2012
7,525545.76,0,50.64,3.789,198.5903276,7.872,Bank Transfer,Delaware,Summer,124,391.980011,28-09-2012
7,505830.56,0,48.43,3.779,198.8221322,7.557,Cash,Kentucky,Spring,114,293.980011,05-10-2012
7,503463.93,0,41.43,3.76,199.0539368,7.557,Bank Transfer,Connecticut,Spring,245,293.980011,12-10-2012
7,516424.83,0,43.01,3.75,199.1481963,7.557,Debit Card,New Mexico,Spring,235,293.980011,19-10-2012
7,495543.28,0,42.53,3.686,199.2195317,7.557,Bank Transfer,Georgia,Winter,295,293.980011,26-10-2012
8,1004137.09,0,34.14,2.572,214.4714512,6.299,Debit Card,Washington,Fall,114,293.980011,05-02-2010
8,994801.4,1,33.34,2.548,214.6214189,6.299,Bank Transfer,North Dakota,Spring,222,290.980011,12-02-2010
8,963960.37,0,39.1,2.514,214.6664878,6.299,Cash,Ohio,Fall,158,387.980011,19-02-2010
8,847592.11,0,37.91,2.561,214.6940735,6.299,Cash,Tennessee,Summer,188,290.980011,26-02-2010
8,881503.95,0,45.64,2.625,214.7216592,6.299,Debit Card,New York,Winter,153,387.980011,05-03-2010
8,860336.16,0,49.76,2.667,214.7492449,6.299,Venmo,Michigan,Summer,182,287.980011,12-03-2010
8,839911,0,47.26,2.72,214.5764954,6.299,Credit Card,Georgia,Spring,167,287.980011,19-03-2010
8,772539.12,0,46.51,2.732,214.3703567,6.299,PayPal,New Mexico,Spring,284,383.980011,26-03-2010
8,914500.91,0,60.18,2.719,214.164218,6.29,Venmo,Louisiana,Summer,266,383.980011,02-04-2010
8,916033.92,0,59.25,2.77,213.9580793,6.29,Credit Card,South Dakota,Spring,258,287.980011,09-04-2010
8,882917.12,0,62.66,2.808,213.8186357,6.29,Debit Card,Montana,Spring,147,287.980011,16-04-2010
8,850440.26,0,56.1,2.795,213.768119,6.29,Credit Card,New Mexico,Summer,196,287.980011,23-04-2010
8,778672.64,0,61.01,2.78,213.7176024,6.29,Venmo,South Carolina,Summer,276,287.980011,30-04-2010
8,916820.96,0,62.68,2.835,213.6670857,6.29,Debit Card,Ohio,Summer,218,287.980011,07-05-2010
8,873337.84,0,61.35,2.854,213.6655355,6.29,Cash,North Carolina,Summer,111,287.980011,14-05-2010
8,818333.21,0,66.03,2.826,213.9577839,6.29,Bank Transfer,Idaho,Summer,129,287.980011,21-05-2010
8,868041.56,0,74.71,2.759,214.2500323,6.29,Credit Card,Oklahoma,Fall,252,383.980011,28-05-2010
8,958225.41,0,75.71,2.705,214.5422806,6.29,Cash,Georgia,Spring,195,284.980011,04-06-2010
8,914835.86,0,82.21,2.668,214.834529,6.29,Venmo,Kentucky,Winter,286,379.980011,11-06-2010
8,869922.56,0,78.79,2.637,214.8324452,6.29,Debit Card,Delaware,Fall,281,379.980011,18-06-2010
8,814919.11,0,81.78,2.653,214.7126286,6.29,PayPal,Massachusetts,Winter,295,284.980011,25-06-2010
8,852333.75,0,74.78,2.669,214.5928119,6.315,Cash,Nebraska,Winter,194,284.980011,02-07-2010
8,845289.77,0,72.49,2.642,214.4729952,6.315,Bank Transfer,Maine,Winter,281,379.980011,09-07-2010
8,848630.57,0,77.49,2.623,214.4640599,6.315,Venmo,Pennsylvania,Summer,219,283.480011,16-07-2010
8,785515.88,0,78.29,2.608,214.6029664,6.315,Credit Card,Nebraska,Winter,101,377.980011,23-07-2010
8,787295.09,0,76.02,2.64,214.7418728,6.315,PayPal,Virginia,Winter,132,283.480011,30-07-2010
8,893399.77,0,80.37,2.627,214.8807793,6.315,Cash,Ohio,Summer,197,283.480011,06-08-2010
8,867919.21,0,80.11,2.692,215.0196857,6.315,Cash,Nebraska,Summer,225,283.480011,13-08-2010
8,870676.44,0,79.36,2.664,214.9779825,6.315,Venmo,Ohio,Spring,167,283.480011,20-08-2010
8,888816.78,0,74.92,2.619,214.9362793,6.315,Debit Card,Kentucky,Winter,278,283.480011,27-08-2010
8,899036.47,0,76.14,2.577,214.894576,6.315,Cash,Tennessee,Spring,292,278.980011,03-09-2010
8,831425.2,1,74.34,2.565,214.8528728,6.315,Credit Card,Maine,Fall,282,278.980011,10-09-2010
8,836707.85,0,75.32,2.582,214.8785562,6.315,Bank Transfer,Montana,Spring,104,371.980011,17-09-2010
8,773725.08,0,72.21,2.624,214.9547795,6.315,Bank Transfer,Maryland,Fall,119,278.980011,24-09-2010
8,804105.49,0,68.7,2.603,215.0310029,6.433,Venmo,Georgia,Fall,166,278.980011,01-10-2010
8,870349.86,0,62.94,2.633,215.1072262,6.433,Bank Transfer,Hawaii,Fall,153,278.980011,08-10-2010
8,826546.96,0,62.59,2.72,215.1757,6.433,Debit Card,Rhode Island,Spring,185,371.980011,15-10-2010
8,836419.14,0,62.86,2.725,215.2248,6.433,Bank Transfer,Nebraska,Fall,173,278.980011,22-10-2010
8,830756.76,0,57.93,2.716,215.2739,6.433,Venmo,Michigan,Fall,167,272.980011,29-10-2010
8,927266.34,0,55.76,2.689,215.323,6.433,Cash,North Carolina,Fall,220,272.980011,05-11-2010
8,911538.98,0,54.89,2.728,215.3721,6.433,Cash,Minnesota,Summer,201,363.980011,12-11-2010
8,885608.04,0,43.86,2.771,215.2538714,6.433,Credit Card,Maryland,Spring,287,363.980011,19-11-2010
8,1261693.16,1,51.07,2.735,215.1077548,6.433,Debit Card,Hawaii,Spring,120,272.980011,26-11-2010
8,952766.93,0,42.85,2.708,214.9616381,6.433,Bank Transfer,Oregon,Summer,261,272.980011,03-12-2010
8,1069061.63,0,42.47,2.843,214.8155214,6.433,PayPal,New Mexico,Fall,140,272.980011,10-12-2010
8,1220579.55,0,45.03,2.869,214.7510843,6.433,Venmo,Illinois,Winter,241,272.980011,17-12-2010
8,1511641.09,0,45.67,2.886,214.7479069,6.433,Credit Card,Utah,Fall,194,272.980011,24-12-2010
8,773586.49,1,41.47,2.943,214.7447295,6.433,Venmo,Maine,Fall,182,363.980011,31-12-2010
8,873065.23,0,35.77,2.976,214.7415521,6.262,Cash,Virginia,Fall,191,269.980011,07-01-2011
8,809646.66,0,31.62,2.983,214.7930991,6.262,Venmo,Florida,Winter,287,269.980011,14-01-2011
8,822668.23,0,42.06,3.016,215.1729926,6.262,PayPal,Ohio,Fall,203,269.980011,21-01-2011
8,782256.66,0,39.26,3.01,215.5528862,6.262,Credit Card,Virginia,Fall,203,269.980011,28-01-2011
8,944594.78,0,24.48,2.989,215.9327797,6.262,Debit Card,Kansas,Spring,177,26.98999977,04-02-2011
8,996147.39,1,28.26,3.022,216.3126733,6.262,PayPal,Arkansas,Winter,178,263.980011,11-02-2011
8,1065108.64,0,50.64,3.045,216.6310383,6.262,Debit Card,Massachusetts,Spring,210,351.980011,18-02-2011
8,917317.15,0,51.29,3.065,216.9247918,6.262,Venmo,Idaho,Winter,119,263.980011,25-02-2011
8,935266.43,0,53.18,3.288,217.2185454,6.262,Credit Card,Wisconsin,Spring,181,263.980011,04-03-2011
8,900387.29,0,49.14,3.459,217.512299,6.262,Bank Transfer,New Mexico,Summer,102,263.980011,11-03-2011
8,898289.14,0,56.68,3.488,217.7705442,6.262,Debit Card,North Carolina,Winter,273,263.980011,18-03-2011
8,827968.36,0,59.74,3.473,218.0145862,6.262,Debit Card,Iowa,Summer,153,263.980011,25-03-2011
8,878762.3,0,49.86,3.524,218.2586281,6.297,Venmo,Idaho,Summer,174,260.980011,01-04-2011
8,949825.83,0,65.62,3.622,218.50267,6.297,Debit Card,Ohio,Fall,126,260.980011,08-04-2011
8,908278.74,0,63.55,3.743,218.7262524,6.297,Cash,Alabama,Summer,252,260.980011,15-04-2011
8,937473.13,0,65.11,3.807,218.8986857,6.297,Credit Card,Wyoming,Spring,228,347.980011,22-04-2011
8,855014.77,0,62.29,3.81,219.071119,6.297,PayPal,Alabama,Spring,245,260.980011,29-04-2011
8,941457.34,0,58.92,3.906,219.2435524,6.297,PayPal,Mississippi,Winter,216,260.980011,06-05-2011
8,895763.41,0,72.96,3.899,219.4159857,6.297,PayPal,Pennsylvania,Summer,145,260.980011,13-05-2011
8,836049.89,0,65.54,3.907,219.1746922,6.297,Credit Card,Wyoming,Fall,113,260.980011,20-05-2011
8,857939.41,0,73.14,3.786,218.9333986,6.297,Venmo,Maryland,Fall,279,260.980011,27-05-2011
8,929222.16,0,82.05,3.699,218.6921051,6.297,Debit Card,North Carolina,Summer,194,347.980011,03-06-2011
8,897309.41,0,82.21,3.648,218.4508115,6.297,Credit Card,Pennsylvania,Summer,261,260.980011,10-06-2011
8,922048.41,0,84.73,3.637,218.4021448,6.297,Debit Card,Idaho,Fall,209,254.9799957,17-06-2011
8,864881.24,0,83.94,3.594,218.4979481,6.297,Credit Card,California,Spring,282,339.980011,24-06-2011
8,883683.35,0,87.26,3.524,218.5937514,6.425,Bank Transfer,Tennessee,Fall,243,254.9799957,01-07-2011
8,861965.12,0,83.57,3.48,218.6895548,6.425,Debit Card,Missouri,Summer,132,254.9799957,08-07-2011
8,849925.37,0,84.26,3.575,218.7746217,6.425,Venmo,North Dakota,Spring,202,254.9799957,15-07-2011
8,829902.42,0,85.46,3.651,218.8328475,6.425,PayPal,West Virginia,Winter,257,251.9799957,22-07-2011
8,807082.19,0,86.46,3.682,218.8910733,6.425,Credit Card,Arizona,Fall,112,335.980011,29-07-2011
8,892393.77,0,85.15,3.684,218.9492991,6.425,Bank Transfer,Oklahoma,Summer,266,251.9799957,05-08-2011
8,856796.1,0,86.05,3.638,219.0075249,6.425,Cash,Pennsylvania,Fall,265,251.9799957,12-08-2011
8,895066.5,0,82.92,3.554,219.0701968,6.425,Credit Card,Idaho,Spring,205,335.980011,19-08-2011
8,912542.82,0,84.69,3.523,219.1336097,6.425,Venmo,South Carolina,Winter,290,248.9799957,26-08-2011
8,891387.14,0,84.77,3.533,219.1970226,6.425,Cash,Washington,Summer,149,331.980011,02-09-2011
8,848358.09,1,69.01,3.546,219.2604355,6.425,Cash,Arkansas,Fall,109,248.9799957,09-09-2011
8,870971.82,0,69.09,3.526,219.4442443,6.425,Venmo,Utah,Winter,292,331.980011,16-09-2011
8,806444.29,0,68.72,3.467,219.788581,6.425,PayPal,Alaska,Winter,139,331.980011,23-09-2011
8,809049.37,0,72.2,3.355,220.1329176,6.425,Bank Transfer,West Virginia,Winter,141,331.980011,30-09-2011
8,929976.55,0,67.61,3.285,220.4772543,6.123,PayPal,Louisiana,Winter,209,331.980011,07-10-2011
8,863188.26,0,61.74,3.274,220.7960935,6.123,PayPal,Arizona,Spring,132,24.88999939,14-10-2011
8,905984.49,0,59.97,3.353,220.9619484,6.123,Cash,Connecticut,Spring,175,248.9799957,21-10-2011
8,876712.31,0,56.86,3.372,221.1278032,6.123,Credit Card,North Carolina,Spring,158,248.9799957,28-10-2011
8,947815.05,0,49.68,3.332,221.2936581,6.123,Venmo,South Dakota,Spring,209,245.9799957,04-11-2011
8,917088.48,0,50.56,3.297,221.4595129,6.123,Venmo,Delaware,Winter,199,245.9799957,11-11-2011
8,897032.19,0,51.72,3.308,221.6911738,6.123,Cash,Connecticut,Winter,166,245.9799957,18-11-2011
8,1235163.86,1,49.61,3.236,221.9491571,6.123,Bank Transfer,Tennessee,Summer,139,245.9799957,25-11-2011
8,986601.46,0,40.82,3.172,222.2071405,6.123,Credit Card,New Hampshire,Fall,150,245.9799957,02-12-2011
8,1051922.95,0,30.51,3.158,222.4651238,6.123,Bank Transfer,Vermont,Summer,234,239.9799957,09-12-2011
8,1118163.94,0,39.79,3.159,222.6910959,6.123,Credit Card,Idaho,Spring,160,239.9799957,16-12-2011
8,1462254.05,0,38.16,3.112,222.8743862,6.123,Bank Transfer,North Carolina,Fall,226,239.9799957,23-12-2011
8,858572.22,1,36.33,3.129,223.0576765,6.123,Credit Card,Nevada,Spring,226,239.9799957,30-12-2011
8,872113.23,0,43.47,3.157,223.2409668,5.825,Cash,Delaware,Fall,169,319.980011,06-01-2012
8,817661.76,0,36.46,3.261,223.4242571,5.825,Cash,Texas,Fall,271,319.980011,13-01-2012
8,813954.82,0,46.81,3.268,223.5188055,5.825,Debit Card,Tennessee,Spring,296,239.9799957,20-01-2012
8,778178.53,0,45.52,3.29,223.6133539,5.825,Bank Transfer,Delaware,Fall,204,319.980011,27-01-2012
8,927610.69,0,45.56,3.36,223.7079023,5.825,Venmo,Massachusetts,Spring,121,319.980011,03-02-2012
8,1021400.42,1,35.71,3.409,223.8024507,5.825,Venmo,Minnesota,Winter,179,299.9899902,10-02-2012
8,1096232.89,0,37.51,3.51,223.9658621,5.825,Bank Transfer,Texas,Fall,233,299.9899902,17-02-2012
8,928537.54,0,46.33,3.555,224.1809207,5.825,Cash,Nebraska,Fall,195,224.9900055,24-02-2012
8,952264.91,0,50.95,3.63,224.3959793,5.825,Venmo,Oklahoma,Winter,225,224.9900055,02-03-2012
8,960115.56,0,49.59,3.669,224.6110379,5.825,Cash,Texas,Fall,187,299.9899902,09-03-2012
8,921178.39,0,56.63,3.734,224.7657327,5.825,Credit Card,New York,Summer,142,224.9900055,16-03-2012
8,874223.25,0,52.9,3.787,224.8399424,5.825,PayPal,Washington,Spring,272,224.9900055,23-03-2012
8,905935.29,0,66.69,3.845,224.9141521,5.825,PayPal,Maryland,Summer,116,299.9899902,30-03-2012
8,1046816.59,0,62.18,3.891,224.9883618,5.679,Bank Transfer,New Hampshire,Fall,212,224.9900055,06-04-2012
8,909989.45,0,65.19,3.891,225.0625714,5.679,Cash,New York,Fall,271,28.28000069,13-04-2012
8,872288.46,0,63.59,3.877,225.1179914,5.679,PayPal,Hawaii,Winter,193,260.6499939,20-04-2012
8,879448.25,0,70.34,3.814,225.1734114,5.679,Credit Card,California,Spring,271,258.0400085,27-04-2012
8,937232.09,0,73.96,3.749,225.2288314,5.679,PayPal,Indiana,Summer,256,39.34999847,04-05-2012
8,920128.89,0,64.96,3.688,225.2842514,5.679,Credit Card,Louisiana,Spring,135,255.4400024,11-05-2012
8,913922.01,0,64.16,3.63,225.3002908,5.679,Debit Card,Pennsylvania,Winter,197,255.4400024,18-05-2012
8,895157.44,0,76.11,3.561,225.3005779,5.679,Cash,Florida,Fall,286,38.95999908,25-05-2012
8,921161.2,0,78.31,3.501,225.300865,5.679,Credit Card,North Carolina,Spring,285,38.95999908,01-06-2012
8,928820,0,74.28,3.452,225.3011521,5.679,Cash,Massachusetts,Fall,163,38.95999908,08-06-2012
8,916918.7,0,77.14,3.393,225.3134743,5.679,Cash,Iowa,Spring,263,38.56000137,15-06-2012
8,899449.65,0,78.85,3.346,225.3558843,5.679,Bank Transfer,North Dakota,Summer,277,38.15999985,22-06-2012
8,878298.22,0,84.47,3.286,225.3982943,5.679,Venmo,Iowa,Winter,203,250.2200012,29-06-2012
8,936205.5,0,81.24,3.227,225.4407043,5.401,Debit Card,Delaware,Spring,200,250.2200012,06-07-2012
8,890488.01,0,78.46,3.256,225.4831143,5.401,Debit Card,New York,Winter,161,38.15999985,13-07-2012
8,888834.07,0,79.94,3.311,225.4930078,5.401,Venmo,New Hampshire,Winter,146,156.1600037,20-07-2012
8,838227.52,0,81.71,3.407,225.5029014,5.401,PayPal,Kentucky,Summer,169,156.1600037,27-07-2012
8,897076.73,0,85.06,3.417,225.5127949,5.401,Bank Transfer,Illinois,Spring,168,246.3099976,03-08-2012
8,930745.69,0,83.74,3.494,225.5226885,5.401,Cash,North Carolina,Spring,231,37.56000137,10-08-2012
8,896613.19,0,81.21,3.571,225.6050797,5.401,Cash,Connecticut,Winter,207,246.3099976,17-08-2012
8,936373.65,0,73.77,3.62,225.7418442,5.401,Venmo,Wisconsin,Summer,217,152.8699951,24-08-2012
8,976137.73,0,75.33,3.638,225.8786088,5.401,Bank Transfer,Massachusetts,Winter,222,10.27000046,31-08-2012
8,932160.37,1,80.87,3.73,226.0153733,5.401,Cash,Illinois,Summer,103,149.5899963,07-09-2012
8,883569.38,0,67.21,3.717,226.1615981,5.401,Bank Transfer,New Mexico,Winter,267,237.1900024,14-09-2012
8,857796.45,0,66.96,3.721,226.3645848,5.401,Venmo,Iowa,Summer,286,36.16999817,21-09-2012
8,884724.41,0,71.1,3.666,226.5675714,5.401,Debit Card,Alabama,Spring,171,226.7700043,28-09-2012
8,976436.02,0,61.41,3.617,226.7705581,5.124,Credit Card,Maryland,Winter,223,226.7700043,05-10-2012
